director,number_of_title,vote_average
Robert Altman,15,6.073333333333333
Robert B. Weide,2,6.8
Robert Benton,7,6.3571428571428585
Robert Berlinger,1,4.7
Robert Bierman,1,5.5
Robert Budreau,1,6.8
Robert Butler,3,6.266666666666666
Robert C. Cooper,1,6.8
Robert Carlyle,1,5.7
Robert Clouse,4,5.875
Robert Connolly,2,6.1
Robert D. Siegel,1,5.7
Robert De Niro,2,6.550000000000001
Robert Dornhelm,2,6.199999999999999
Robert Downey Sr.,1,4.9
Robert Duvall,2,4.75
Robert Eggers,1,5.8
Robert Fuest,3,6.8999999999999995
Robert Gordon|Morgan Neville,1,7.2
Robert Greenwald,2,6.1
Robert GuÃ©diguian,2,6.800000000000001
Robert Hall,3,4.6000000000000005
Robert Harmon,10,5.85
Robert Heath,1,5.6
Robert Hiltzik,1,6.3
Robert Houston,1,6.8
Robert Iscove,6,4.966666666666667
Robert J. Rosenthal,1,5.6
Robert Kenner,2,7.300000000000001
Robert Kirbyson,1,4.9
Robert Klane,1,5.2
Robert Kurtzman,2,4.15
Robert Lee King,1,5.3
Robert Lieberman,6,5.933333333333334
Robert Longo,1,5.3
Robert Lorenz,1,6.7
Robert Luketic,7,5.885714285714286
Robert Mandel,3,6.133333333333333
Robert Markowitz,1,5.7
Robert May,1,7.1
Robert Mond,1,4.7
Robert Moore,1,7.3
Robert Moresco,1,6.0
Robert Mulligan,4,6.625
Robert Parigi,1,5.0
Robert Parrish,1,5.7
Robert Porter,1,6.1
Robert Pulcini|Shari Springer Berman,1,6.0
Robert Radler,1,5.8
Robert Redford,8,6.325
Robert Rodriguez,14,5.542857142857143
Robert Rodriguez|Eli Roth|Quentin Tarantino|Edgar Wright|Rob Zombie|Jason Eisener,1,6.5
Robert Rodriguez|Ethan Maniquis,1,6.2
Robert Rodriguez|Frank Miller|Quentin Tarantino,1,7.1
Robert Rossen,1,7.3
Robert Schwentke,5,6.12
Robert Shaye,1,5.4
Robert Stevenhagen|Sam Fell,1,5.7
Robert Stevenson,9,6.155555555555555
Robert Stromberg,1,7.0
Robert Towne,3,5.766666666666666
Robert Townsend,4,5.075
Robert Vince,8,4.862499999999999
Robert Wise,7,6.528571428571429
Robert Young,1,3.4
Robert Zemeckis,17,6.705882352941176
Roberto Benigni,2,6.4
Roberts Gannaway,1,5.9
Roberts Gannaway|Peggy Holmes,1,6.5
Robin Budd|Donovan Cook,1,6.2
Robin Campillo,1,5.8
Robin Hardy,1,6.7
Robin Swicord,1,6.2
Rocco Urbisci,3,7.033333333333334
Rod Daniel,5,5.48
Rod Hardy,1,5.8
Rod Hardy|George T. Miller,1,5.0
Rod Lurie,5,6.06
Rodman Flender,2,5.6
Rodman Flender|Christian P. Della Penna,1,6.1
Rodney Ascher,2,6.0
Rodrigo Blaas,1,7.2
Rodrigo CortÃ©s,2,6.3
Rodrigo GarcÃ­a,4,6.225
Rodrigo GudiÃ±o,1,4.7
Roel ReinÃ©,9,4.777777777777778
Roger Allers,2,6.9
Roger Allers|Jill Culton|Anthony Stacchi,1,6.1
Roger Allers|Rob Minkoff,1,7.7
Roger Avary,2,5.949999999999999
Roger Christian,1,3.5
Roger Corman,10,6.04
Roger Corman|Francis Ford Coppola|Monte Hellman|Jack Hill |Jack Nicholson,1,5.0
Roger Donaldson,14,5.828571428571429
Roger Kumble,6,5.3166666666666655
Roger Michell,8,6.0
Roger Nygard,1,5.3
Roger Roth,1,3.8
Roger Spottiswoode,10,5.54
Roger Vadim,1,5.4
Roger Young,3,5.733333333333334
Roko Belic,1,6.9
Roland Emmerich,11,5.872727272727274
Roland JoffÃ©,8,5.75
Roland Suso Richter,1,5.8
Rolf de Heer,1,7.1
Rolf de Heer|Peter Djigirr,1,5.9
Romain Basset,1,5.1
Roman Coppola,2,5.2
Roman Polanski,16,6.79375
Ron Clements|Burny Mattinson|David Michener|John Musker,1,6.7
Ron Clements|John Musker,4,6.975
Ron Daniels,1,5.6
Ron Fricke,2,7.75
Ron Howard,22,6.377272727272726
Ron Krauss,2,5.300000000000001
Ron Oliver,2,5.55
Ron Scalpello,1,5.0
Ron Shelton,6,5.816666666666666
Ron Underwood,6,5.866666666666667
Ronald F. Maxwell,2,6.1
Ronald Neame,6,5.733333333333333
Ronald Neame|Irwin Allen,1,7.7
Ronnie Thompson,1,5.2
Ronnie Thompson|James Nunn,1,5.3
Ronnie del Carmen,1,6.9
Ronny Yu,3,5.633333333333333
Rory Karpf,1,6.7
Rory Kennedy,1,5.9
Roselyne Bosch,1,7.3
Rosemary Rodriguez,1,4.5
Ross Duffer|Matt Duffer,1,6.5
Ross Katz,2,5.85
Rowan Athale,1,6.0
Rowan Joffe,2,5.75
Rowan Woods,1,5.9
Rowdy Herrington,5,5.720000000000001
Roxanne Benjamin|David Bruckner|Patrick Horvath|Chad Villella|Matt Bettinelli-Olpin|Tyler Gillett|Justin Martinez|Radio Silence,1,6.0
Roy Allen Smith,3,5.866666666666667
Roy Burdine|Lloyd Goldfine,1,5.7
Roy Ward Baker,4,6.0
Roy Wilson,1,5.8
Ruairi Robinson,2,5.9
Ruba Nadda,2,5.550000000000001
Ruben Fleischer,3,6.233333333333333
Rudolph MatÃ©,1,5.8
Rudy Bednar,1,7.2
Rudy De Luca,1,4.4
Rufus Norris,1,6.3
Rupert Goold,1,6.0
Rupert Harvey,1,4.4
Rupert Sanders,1,5.7
Rupert Wainwright,3,5.1000000000000005
Rupert Wyatt,3,6.233333333333334
Russ Malkin|David Alexanian,1,7.0
Russ Meyer,5,5.779999999999999
Russell Barnes,1,7.5
Russell Crowe,1,6.8
Russell Mulcahy,14,5.5857142857142845
Rustam Branaman,1,3.2
Rusty Cundieff,1,5.1
Ry Russo-Young,1,5.2
Ryan Coogler,2,7.25
Ryan Fleck,1,6.2
Ryan Fleck|Anna Boden,1,5.7
Ryan Gosling,1,5.7
Ryan Little,6,5.533333333333334
Ryan Murphy,3,6.366666666666667
Ryan Perez,1,4.9
Ryan Phillippe,1,5.3
Ryan Polito,1,7.1
Ryan Polito|Jake Szymanski,1,8.1
Ryan Smith,1,5.6
Ryan White,1,6.5
Ryoo Seung-wan,1,6.9
Ryuta Miyake,1,6.2
RyÃ»hei Kitamura,2,5.5
RÃ©gis Roinsard,1,6.5
RÃ©gis Wargnier,1,5.8
RÃ©mi BezanÃ§on,1,6.8
S. Craig Zahler,1,6.3
S. S. Wilson,2,5.65
S.J. Clarkson,1,6.1
S.R. Bindler,1,5.0
S.S. Rajamouli,1,6.6
Sacha Bennett,1,4.9
Sacha Gervasi,2,6.800000000000001
Sacha Goedegebure,1,6.5
Sajid Khan,1,6.4
Sajid Nadiadwala,1,6.2
Salim Akil,2,6.1
Sally El Hosaini,1,6.2
Sally George|Stephen Walker,1,7.3
Sally Potter,3,5.933333333333334
Sam Dunn,1,7.1
Sam Dunn|Scot McFadyen,2,8.350000000000001
Sam Dunn|Scot McFadyen|Jessica Joy Wise,1,8.0
Sam Esmail,1,6.7
Sam Fell|Chris Butler,1,6.6
Sam Firstenberg,3,5.3999999999999995
Sam Fischer	,1,5.6
Sam Friedlander,1,5.3
Sam Garbarski,1,7.0
Sam Irvin,1,5.6
Sam Jaeger,1,6.9
Sam Levinson,1,6.1
Sam Liu,6,6.6499999999999995
Sam Liu|Lauren Montgomery,2,7.1
Sam Mendes,7,6.757142857142857
Sam Miller,1,5.8
Sam Peckinpah,11,6.6909090909090905
Sam Pillsbury,2,5.05
Sam Raimi,14,6.357142857142857
Sam Taylor-Johnson,2,6.1
Sam Wanamaker,1,5.9
Sam Weisman,6,5.516666666666667
Samantha Futerman|Ryan Miyamoto,1,7.4
Sammo Hung|Corey Yuen Kwai,1,7.0
Samuel Bayer,1,5.5
Samuel Benchetrit,1,7.2
Samuel Fuller,4,6.075000000000001
Samuel Maoz,1,6.0
Sanaa Hamri,4,5.8999999999999995
Sandra Goldbacher,2,6.6
Sandra Nettelbeck,1,6.7
Sandy Collora,2,5.7
Sanjay Gadhvi,1,6.5
Sanjay Gupta,1,5.7
Sanjay Leela Bhansali,1,6.6
Sanjay Patel,1,6.9
Sara Colangelo,1,5.0
Sara St. Onge,1,5.8
Sara Sugarman,2,5.55
Sarah Burns|Ken Burns,1,6.4
Sarah Gavron,1,7.1
Sarah Kelly,1,6.3
Sarah Kernochan,1,6.4
Sarah Polley,3,6.566666666666666
Sarah Siegel-Magness,1,5.6
Sarah Smith|Barry Cook,1,6.6
Saratswadee Wongsomphet,1,7.8
Sarik Andreasyan,1,4.3
Saschka Unseld,1,7.8
Satoshi Nishimura,1,7.7
Saul Bass,1,6.0
Saul Blinkoff|Elliot M. Bour,1,6.1
Saul Blinkoff|Elliot M. Bour|Robin Steele,1,5.9
Saul Dibb,2,6.75
Saul Swimmer,1,8.5
Savage Steve Holland,7,5.585714285714286
Saverio Costanzo,1,6.2
Scot Armstrong,1,5.3
Scott Beck,1,3.9
Scott Coffey,2,5.6
Scott Cooper,3,6.366666666666667
Scott Derrickson,5,5.86
Scott Dow,1,3.9
Scott Foley,1,5.3
Scott Frank,2,6.45
Scott Glosserman,1,6.6
Scott Hicks,5,6.540000000000001
Scott Jeralds,2,5.949999999999999
Scott Jeralds|Joe Sichta,1,6.3
Scott Kalvert,2,6.1
Scott Mann,2,5.550000000000001
Scott Marshall Smith,1,3.8
Scott McGehee,1,5.1
Scott McGehee|David Siegel,2,6.5
Scott Moore|Jon Lucas,1,5.7
Scott Rutherford|Ben Peyser,1,4.7
Scott S. Anderson,1,5.2
Scott Sanders,1,7.4
Scott Schirmer,1,6.6
Scott Silver,1,4.5
Scott Speer,1,6.6
Scott Spiegel,3,5.066666666666666
Scott Stewart,3,5.433333333333334
Scott Thomas,1,5.2
Scott Walker,1,6.2
Scott Waugh,1,6.2
Scott Wheeler,2,3.8499999999999996
Scott Wiper,2,5.25
Scott Ziehl,1,4.3
Sean Anders,4,5.825000000000001
Sean Baker,2,6.75
Sean Branney,1,6.4
Sean Byrne,1,6.3
Sean Cain,1,5.7
Sean Cisterna,1,7.2
Sean Durkin,1,6.6
Sean Ellis,2,5.85
Sean Evans|Roger Waters,1,6.9
Sean Garrity,2,5.85
Sean Hogan|Andrew Parkinson|Simon Rumley,1,3.5
Sean Mathias,1,6.3
Sean McConville,1,5.6
Sean McGinly,1,5.9
Sean McNamara,11,5.627272727272726
Sean Mewshaw,1,6.6
Sean Mullin,1,5.9
Sean Olson,1,2.4
Sean Penn,3,6.533333333333334
Sean S. Cunningham,2,5.800000000000001
Sean Tretta,1,4.8
Sebastian Dehnhardt,1,6.8
Sebastian Gutierrez,4,4.875
Sebastian Junger,1,6.8
Sebastian del Amo,1,5.3
SebastiÃ¡n Cordero,1,6.1
SebastiÃ¡n Silva,3,5.400000000000001
Seiji Chiba,1,3.5
Semih KaplanoÄŸlu,1,5.8
Seon-dong Yu,1,5.2
Sergei Bodrov Jr.|Ivan Passer,1,3.9
Sergey Bodrov,1,5.1
Sergey Bondarchuk,1,6.2
Sergio Castellitto,2,6.4
Sergio Leone,3,6.866666666666667
Sergio Mimica-Gezzan,2,6.25
Seth Gordon,4,6.299999999999999
Seth Green,2,6.2
Seth Grossman,2,4.4
Seth Kearsley,1,5.5
Seth MacFarlane,3,6.2
Seth Rogen|Evan Goldberg,1,6.2
Shaad Ali,2,5.25
Shainee Gabel,1,6.7
Shamim Sarif,2,7.1
Shana Betz,1,5.5
Shana Feste,3,6.233333333333334
Shane Abbess,2,5.05
Shane Acker,2,6.9
Shane Black,2,7.0
Shane Carruth,2,6.7
Shane Dawson,1,4.1
Shane Meadows,4,6.8
Shane Salerno,1,5.9
Shane Van Dyke,3,3.3666666666666667
Shannon Hartman,5,7.5200000000000005
Shari Springer Berman|Robert Pulcini,4,6.075
Sharon Bridgeman,1,5.9
Sharon Maguire,2,5.9
Shashank Khaitan,1,6.4
Shashanka Ghosh,1,6.7
Shaul Schwarz,1,7.3
Shaun Monson,1,7.3
Shawn Christensen,2,6.9
Shawn Ku,1,5.9
Shawn Levy,11,5.963636363636363
Shawn Piller,1,6.2
Shawn Rasmussen|Michael Rasmussen,1,3.5
Shekhar Kapur,3,6.533333333333334
Sheldon Lettich,5,5.22
Sheldon Wilson,4,4.6
Sheree Folkson,1,6.2
Sherry Hormann,1,7.3
Shin Sang-ok,1,4.1
Shinichiro Watanabe,2,7.1
Shinji Aramaki,3,6.233333333333333
Shinji Aramaki|Hideki Futamura,1,7.2
Shinobu Yaguchi,1,7.0
Shinobu Yoshioka,1,6.4
Shinya Tsukamoto,1,5.3
Shira Piven,1,5.7
Shoji Kawamori|Shinichiro Watanabe,1,7.1
Shola Lynch,1,6.3
Shona Auerbach,1,6.0
Shuki Levy|David Winning,1,4.6
ShukÅ Murase|Mike Disa|Victor Cook|Kim Sang-Jin|Jong-Sik Nam|Lee Seung-Gyu|Shuko Murase,1,6.0
Si-myung Lee,1,4.2
Sid Bennett,1,4.5
Siddharth Anand,1,6.2
Sidney J. Furie,6,5.183333333333334
Sidney Lumet,17,6.682352941176471
Sidney Poitier,2,5.5
Silvio Muccino,1,5.1
Silvio Soldini,1,4.9
Simon Barrett|Adam Wingard|Eduardo SÃ¡nchez|Gregg Hale|Timo Tjahjanto|Gareth Evans|Jason Eisener,1,5.7
Simon Brand,1,6.4
Simon Cellan Jones,1,6.7
Simon Curtis,3,7.1000000000000005
Simon Fellows,3,4.6
Simon Hawkins|Zeke Hawkins,1,5.4
Simon Helberg|Jocelyn Towne,1,4.8
Simon Hung,1,3.5
Simon Hunter,1,5.1
Simon J. Smith,2,6.35
Simon J. Smith|Eric Darnell,1,6.5
Simon Klose,1,6.7
Simon Langton,1,7.8
Simon Rumley,1,5.7
Simon Shore,1,6.8
Simon Wells,3,6.0
Simon West,8,5.762499999999999
Simon Wincer,9,5.722222222222221
Simon Wincer|Paul Hogan|Greg Coote,1,6.1
Simone Bartesaghi,1,5.5
Simone North,1,6.1
Sini Anderson,1,7.3
Skip Woods,1,7.0
Slava Tsukerman,1,5.0
Sngmoo Lee,1,6.4
Sofia Coppola,6,6.283333333333334
Sonny Mallhi,1,3.8
Sophie Barthes,2,5.9
Sophie Fiennes,1,7.5
Spencer Susser,1,6.2
Spike Brandt,2,6.2
Spike Brandt|Tony Cervone,2,5.15
Spike Jonze,5,7.159999999999999
Spike Lee,17,6.294117647058823
Stacie Passon,1,5.2
Stacy Peralta,3,7.233333333333334
Stacy Title,1,6.6
Stan Dragoti,5,5.6
Stan Lathan,3,7.466666666666666
Stan Winston,1,5.5
Stanley Donen,7,5.914285714285714
Stanley Kramer,5,6.38
Stanley Kubrick,9,7.388888888888889
Stanley M. Brooks,1,5.5
Stanley Tong,1,4.3
Stanley Tucci|Campbell Scott,1,6.6
Stanton Barrett,1,3.3
Stefan Ruzowitzky,2,6.2
Stefan Schwartz,1,5.8
Stefen Fangmeier,1,4.8
Stephan Elliott,4,6.025
Stephan Franck,1,6.0
Stephanie Soechtig,1,7.3
Stephen Anderson|Don Hall,1,6.8
Stephen Belber,1,5.1
Stephen Carpenter,1,4.5
Stephen Chbosky,1,7.6
Stephen Chiodo,1,5.1
Stephen Chow|Lee Lik-Chi,1,7.2
Stephen Chow|Vincent Kok,1,7.2
Stephen Cragg,1,4.3
Stephen Daldry,4,6.975
Stephen Daldry|Brett Sullivan,1,8.1
Stephen Elliott,1,4.4
Stephen Fingleton,1,6.4
Stephen Frears,17,6.147058823529412
Stephen Fry,1,5.4
Stephen Fung,1,6.4
Stephen Gaghan,2,5.45
Stephen Gyllenhaal,1,6.5
Stephen Herek,16,5.7250000000000005
Stephen Hillenburg,1,6.6
Stephen Hopkins,9,5.844444444444445
Stephen J. Anderson,1,6.7
Stephen Kay,2,4.85
Stephen Kessler,1,6.1
Stephen King,1,5.4
Stephen Lance,1,5.6
Stephen Merchant,1,6.3
Stephen Milburn Anderson,1,5.8
Stephen Norrington,3,6.033333333333334
Stephen Poliakoff,1,5.1
Stephen Reynolds,3,5.366666666666667
Stephen S. Campanelli,1,5.8
Stephen Sommers,8,6.0874999999999995
Stephen St. Leger|James Mather,1,5.8
Stephen Surjik,2,5.35
Stephen T. Kay,1,5.3
Stevan Mena,1,5.9
Stevan Riley,2,6.9
Steve 'Spaz' Williams,1,5.2
Steve Anderson,1,5.2
Steve Antin,2,7.25
Steve Barker,2,4.65
Steve Barron,6,5.516666666666666
Steve Beck,2,5.2
Steve Bendelack,1,6.1
Steve Binder,1,3.2
Steve Box|Nick Park,1,6.6
Steve Boyum,5,4.860000000000001
Steve Buscemi,3,6.2
Steve Carr,6,5.55
Steve Carver,1,5.2
Steve Conrad,1,5.3
Steve De Jarnatt,2,6.45
Steve Gordon,1,6.4
Steve Hickner,1,6.3
Steve Hickner|Simon J. Smith,1,5.6
Steve Hoefer,2,5.7
Steve Jacobs,1,6.3
Steve James,2,7.5
Steve Kloves,1,6.5
Steve Loter,3,6.466666666666666
Steve Martino,1,6.4
Steve Martino|Mike Thurmeier,3,6.666666666666667
Steve McQueen,3,7.3
Steve Miner,13,5.6461538461538465
Steve Oedekerk,4,5.825
Steve Pink,4,5.700000000000001
Steve Purcell,4,5.925
Steve Rash,10,5.75
Steve Shill,2,5.95
Steve Taylor,1,6.5
Steve Trenbirth,1,5.6
Steve Wang,2,5.9
Steve Wang|Screaming Mad George,1,5.4
Steve Wolsh,1,3.3
Steven Ayromlooi,1,6.0
Steven Baigelman,1,5.6
Steven Bernstein,1,5.2
Steven Brill,6,5.533333333333334
Steven Brill|Elizabeth Banks|Steve Carr|Rusty Cundieff|James Duffy|Griffin Dunne|Peter Farrelly|Patrik Forsberg|James Gunn|Brett Ratner|Will Graham|Jonathan van Tulleken,1,4.4
Steven C. Miller,5,4.7
Steven E. Gordon|Boyd Kirkland,1,4.0
Steven E. de Souza,1,4.1
Steven J. Santos,1,7.3
Steven Jacobson,1,6.5
Steven Knight,2,6.25
Steven Kostanski,1,4.7
Steven Lisberger,2,6.1
Steven Quale,2,5.800000000000001
Steven R. Monroe,5,5.12
Steven Robman,1,5.3
Steven Seagal,1,4.6
Steven Shainberg,2,6.5
Steven Sheil,2,5.449999999999999
Steven Silver,1,6.7
Steven Smith,1,8.0
Steven Soderbergh,22,6.172727272727273
Steven Spielberg,29,6.824137931034484
Steven Zaillian,3,6.2
Stevie Wermers,1,6.7
Steward Lee|Steven G. Lee,1,6.8
Stewart Hendler,3,5.833333333333333
Stewart Raffill,5,4.86
Stig Bergqvist,1,5.8
Stig Svendsen,1,4.8
Stiles White,1,4.9
Stobe Harju,1,6.0
Stu Zicherman,1,5.5
Stuart Baird,3,5.8999999999999995
Stuart Beattie,2,5.8
Stuart Blumberg,1,5.6
Stuart Connelly,1,5.1
Stuart Gillard,11,4.954545454545454
Stuart Gordon,11,5.690909090909091
Stuart Hazeldine,1,6.6
Stuart Margolin,1,6.1
Stuart McDonald,1,6.1
Stuart Millar,1,5.6
Stuart Murdoch,1,6.7
Stuart Orme,2,5.800000000000001
Stuart Ortiz|Colin Minihan,1,6.0
Stuart Richardson,1,8.0
Stuart Rosenberg,4,6.55
Stuart Townsend,1,6.4
Sturla Gunnarsson,2,4.75
StÃ©phanie Joalland,1,5.3
Sue Kramer,1,5.5
Susan Montford,1,4.7
Susan Seidelman,3,5.633333333333333
Susan Stroman,1,5.9
Susanna Fogel,1,6.1
Susanna White,2,5.4
Susanna White|Simon Cellan Jones,1,6.6
Susannah Grant,1,6.0
Susanne Bier,3,6.333333333333333
Suzie Templeton,1,6.7
Sydney Pollack,13,6.269230769230769
Sylvain White,3,5.366666666666667
Sylvester Stallone,8,6.15
SÃ¶nke Wortmann,2,6.8
T. Sean Shannon,1,4.6
T.C. Christensen,1,5.1
Tab Murphy,1,7.0
Tad Stones,2,5.85
Tae-Yeon Won,1,7.0
Taika Waititi,2,7.1
Takashi Miike,1,7.1
Takashi Shimizu,3,5.133333333333333
Takeshi Koike,1,7.2
Tamara Jenkins,2,6.4
Tamra Davis,5,6.16
Tanya Wexler,1,6.5
Tarik Saleh,1,6.2
Tarsem Singh,5,6.12
Tate Taylor,2,6.949999999999999
Tatia Rosenthal,1,6.1
Taylor Hackford,9,6.4
Taylor Sheridan,1,4.9
Te-Sheng Wei,1,6.0
Ted Berman|Art Stevens|Richard Rich,1,6.9
Ted Berman|Richard Rich,1,6.2
Ted Demme,4,6.775
Ted Geoghegan,1,5.5
Ted Koland,1,5.9
Ted Kotcheff,4,6.6
Ted Nicolaou,1,5.1
Ted Post,3,6.366666666666667
Teddy Newton,1,7.6
Teller,1,7.1
Terence Davies,3,6.466666666666666
Terence Fisher,8,6.1125
Terence Hill,1,4.3
Terence Young,4,6.8
Terrence Malick,7,6.471428571428571
Terry George,3,6.6000000000000005
Terry Gilliam,11,6.418181818181819
Terry Gilliam|Terry Jones,1,7.6
Terry Hughes,1,5.9
Terry Hughes|Ian MacNaughton,1,6.2
Terry Jones,3,6.366666666666667
Terry Jones|Terry Gilliam,1,6.9
Terry Klassen,1,6.2
Terry Klassen|Mark Baldo,1,5.8
Terry McDonough,1,7.4
Terry Miles,2,5.1
Terry Winsor,1,5.5
Terry Zwigoff,4,6.625
Thaddeus O'Sullivan,2,5.8
The Butcher Brothers,1,4.0
Theo Angelopoulos|Olivier Assayas|Bille August|Jane Campion|Youssef Chahine|Chen Kaige|Michael Cimino|Ethan Coen|Joel Coen|David Cronenberg|Jean-Pierre Dardenne|Luc Dardenne|Manoel de Oliveira|Raymond Depardon|Atom Egoyan|Amos Gitai|Alejandro GonzÃ¡lez IÃ±Ã¡rritu|Hou Hsiao-Hsien|Aki KaurismÃ¤ki|Abbas Kiarostami|Takeshi Kitano|Andrei Konchalovsky|Claude Lelouch|Ken Loach|David Lynch|Nanni Moretti|Roman Polanski|RaÃºl Ruiz|Walter Salles|Elia Suleiman|Tsai Ming-Liang|Gus Van Sant|Lars von Trier|Wim Wenders|Wong Kar-wai|Zhang Yimou,1,7.4
Theodore Melfi,1,7.1
Thierry Binisti,1,7.2
Thierry Poiraud,1,3.9
Thom Eberhardt,4,5.800000000000001
Thomas BalmÃ¨s,1,7.2
Thomas Bangalter|Guy-Manuel de Homem-Christo,1,6.7
Thomas Bezucha,2,6.050000000000001
Thomas Carter,6,6.583333333333333
Thomas Gilou,2,6.1
Thomas Gomez Durham,1,4.2
Thomas Jane,1,5.5
Thomas Mignone,1,7.4
Thomas Riedelsheimer,1,7.1
Thomas S. Hammock,1,5.5
Thomas Schlamme,1,6.2
Thomas Vinterberg,3,6.466666666666666
Thor Freudenthal,3,5.766666666666666
Thunder Levin,2,3.25
Ti West,4,5.125
Tibor TakÃ¡cs,6,4.383333333333334
Tim Allen,1,5.6
Tim Blake Nelson,3,5.666666666666667
Tim Burton,19,6.642105263157895
Tim Burton|Mike Johnson,1,7.0
Tim Fywell,2,6.5
Tim Garrick,1,5.0
Tim Haines|Jasper James,1,7.4
Tim Hetherington|Sebastian Junger,1,7.1
Tim Hill,6,5.416666666666667
Tim Hunter,2,5.9
Tim Iacofano,1,3.4
Tim Johnson,2,6.800000000000001
Tim Johnson|Karey Kirkpatrick,1,6.2
Tim Johnson|Patrick Gilmore,1,6.3
Tim Kinzy|Andrew Seklir,1,6.8
Tim Maltby,1,5.9
Tim Matheson|Reynaldo Rodriguez,1,5.3
Tim McCanlies,3,6.033333333333334
Tim Pope,1,5.7
Tim Robbins,2,6.85
Tim Roth,1,7.4
Tim Russ,1,4.1
Tim Story,7,5.871428571428572
Tim Sullivan,1,4.3
Timo Vuorensola,2,6.3
Timothy A. Chey,1,4.1
Timothy Armstrong,1,5.3
Timothy Linh Bui,1,6.4
Timothy Reckart,1,6.6
Timur Bekmambetov,2,5.9
Tina Gordon Chism,1,6.1
Tinto Brass,1,5.3
Toa Fraser,1,6.0
Tobe Hooper,12,5.374999999999999
Toby Genkel|Sean McCormack,1,5.7
Toby Shelton|Alan Zaslove|Tad Stones,1,5.8
Toby Shelton|Victor Cook|Tad Stones,1,5.4
Toby Wilkins,2,5.7
Tod Williams,2,5.65
Todd Berger,1,5.8
Todd Burrows|Christopher Folino,1,4.2
Todd Douglas Miller,1,7.0
Todd Field,2,5.949999999999999
Todd Graff,3,5.7
Todd Haynes,6,6.750000000000001
Todd Holland,3,5.566666666666666
Todd Kessler,1,7.1
Todd Lincoln ,1,4.4
Todd Louiso,2,4.95
Todd Phillips,8,6.0875
Todd Robinson,2,5.65
Todd Solondz,6,5.683333333333333
Todd Stephens,2,5.6
Todd Strauss-Schulson,2,6.3
Todd Wilderman,1,6.8
Tom Berninger,1,7.4
Tom Brady,3,5.0
Tom Clegg,1,4.5
Tom Daley,1,5.3
Tom DeCerchio,1,5.0
Tom DeSimone,1,5.9
Tom Dey,4,5.45
Tom DiCillo,3,6.866666666666667
Tom Elkins,1,5.6
Tom Ellery|Bradley Raymond,1,5.0
Tom Ford,1,7.3
Tom Gianas|Ross Shuman,1,4.3
Tom Gormican,1,6.0
Tom Green,2,4.05
Tom Gries,1,6.2
Tom Gustafson,1,5.4
Tom Hanks,2,6.199999999999999
Tom Harper,1,4.9
Tom Holland,4,5.999999999999999
Tom Hooper,6,7.016666666666667
Tom Kalin,1,6.1
Tom Karnowski|Sazzy Lee Calhoun|Albert Pyun,1,6.0
Tom Mankiewicz,1,5.8
Tom McCarthy,5,6.7
Tom McGrath,1,6.6
Tom McLoughlin,6,5.483333333333333
Tom Owens,1,6.6
Tom Provost,1,4.3
Tom Putnam,1,3.2
Tom Roberts,1,5.4
Tom Ropelewski,1,4.8
Tom Savini,1,6.7
Tom Shadyac,8,6.125
Tom Shankland,2,5.75
Tom Six,3,4.3999999999999995
Tom Stoppard,1,6.7
Tom Tykwer,3,6.566666666666666
Tom Vaughan,5,5.9
Tomas Alfredson,1,6.5
Tomasz Konecki|Andrzej Saramonowicz,1,6.0
Tomek Baginski,1,6.9
Tomm Coker|David Elliot,1,4.4
Tomm Moore,1,8.0
Tomm Moore|Nora Twomey,1,7.1
Tommy Avallone,1,6.2
Tommy Chong,4,5.675
Tommy Lee Jones,3,6.633333333333333
Tommy Lee Wallace,4,5.75
Tommy O'Haver,3,6.166666666666667
Tommy Wirkola,1,5.7
Tommy Wiseau,1,4.6
Toni Myers,2,6.3
Tono Errando|Javier Mariscal|Fernando Trueba,1,6.4
Tony Aloupis,1,5.8
Tony Bancroft|Barry Cook,1,7.3
Tony Bill,3,5.966666666666666
Tony Craig|Rick Schneider-Calabash|Roberts Gannaway,1,6.4
Tony Craig|Roberts Gannaway,2,6.4
Tony Giglio,3,5.8
Tony Gilroy,3,5.8999999999999995
Tony Goldwyn,4,6.225
Tony Jaa|Panna Rittikrai,1,6.2
Tony Kaye,2,7.55
Tony Krantz,2,5.3
Tony Mahony,1,5.8
Tony Maylam,2,5.75
Tony McNamara,1,5.9
Tony Mitchell,1,5.2
Tony Piccirillo,1,5.6
Tony Randel,2,5.65
Tony Richardson,3,5.8
Tony Scott,16,6.374999999999999
Toshihiko Masuda,1,7.0
Toshiya Shinohara,1,6.2
Tracy Droz Tragos|Andrew Droz Palermo,1,7.1
Travis Cluff|Chris Lofing,1,5.0
Travis Fine,1,5.7
Travis Oates,1,4.1
Trent Cooper,1,4.9
Trevor Matthews|Jon Knautz,1,4.9
Trevor Nunn,2,5.800000000000001
Trevor White,1,6.0
Trey Nelson,1,5.5
Trey Parker,4,6.625
Trey Stokes,1,2.5
Trey Stokes|Travis Fort,1,4.0
Trish Sie,1,6.7
Tristan Aurouet|Gilles Lellouche,1,5.8
Tristram Shapeero,1,4.7
Troy Beyer,1,5.7
Troy Duffy,2,6.5
Troy Miller,3,4.8
Troy Nixey,1,5.4
Troy Quane,1,5.9
Tsui Hark,2,4.6
Tuck Tucker,1,5.5
Turi Meyer,1,3.6
Tyler Measom|Justin Weinstein,1,7.1
